Jewish Studies (JEWISH),39G,Freshman and Sophomore Seminar,1.5 - 4 Units,Jewish Studies,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week for 15 weeks per unit. 1.5 hours of seminar per week for 10 weeks per unit. 2 hours of seminar per week for 8 weeks per unit. 2.5 hours of seminar per week for 6 weeks per unit. 3 hours of seminar per week for 5 weeks per unit. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Jewish Studies (JEWISH),39H,Freshman and Sophomore Seminar,1.5 - 4 Units,Jewish Studies,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week for 15 weeks per unit. 1.5 hours of seminar per week for 10 weeks per unit. 2 hours of seminar per week for 8 weeks per unit. 2.5 hours of seminar per week for 6 weeks per unit. 3 hours of seminar per week for 5 weeks per unit. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Jewish Studies (JEWISH),39I,Freshman and Sophomore Seminar,1.5 - 4 Units,Jewish Studies,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week for 15 weeks per unit. 1.5 hours of seminar per week for 10 weeks per unit. 2 hours of seminar per week for 8 weeks per unit. 2.5 hours of seminar per week for 6 weeks per unit. 3 hours of seminar per week for 5 weeks per unit. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Korean (KOREAN),1A,Elementary Korean,5 Units,Korean,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,5 hours of Lecture per week for 15 weeks. ,1A is prerequisite to 1B; or consent of instructor.
Korean (KOREAN),1AX,Elementary Korean for Heritage Speakers,5 Units,Korean,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,5 hours of Lecture per week for 15 weeks. ,1AX is prerequisite to 1BX; or consent of instructor.
Korean (KOREAN),1B,Elementary Korean,5 Units,Korean,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,5 hours of Lecture per week for 15 weeks. ,1A is prerequisite to 1B; or consent of instructor.
Korean (KOREAN),1BX,Elementary Korean for Heritage Speakers,5 Units,Korean,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,5 hours of Lecture per week for 15 weeks. ,1AX is a prerequisite to 1BX; or consent of instructor.
Journalism (JOURN),39H,Freshman/Sophomore Seminar,1.5 - 4 Units,Journalism,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,Seminar format. ,Priority given to freshmen and sophomores.
Journalism (JOURN),39J,Freshman/Sophomore Seminar,1.5 - 4 Units,Journalism,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,Seminar format. ,Priority given to freshmen and sophomores.
Japanese (JAPAN),1,Elementary Modern Japanese--Intensive,10 Units,Japanese,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,15 hours of Lecture and  5 hours of Laboratory per week for 10 weeks. ,This course is the equivalent of 1A-1B offered in the regular academic year.
African American Studies (AFRICAM),N150B,Survey of African American Literary Forms and Styles 1920 to 1980,3 Units,African American Studies,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,15 hours of lecture per week for 4 weeks. ,To survey major trends in poetry&#44; fiction&#44; and the essay form in African American literature from the 1920s to 1980s&#44; both in terms of socio-political and literary content. As well as a study of major African Americans of the 20th century.
African American Studies (AFRICAM),C151B/THEATER C131B,Contemporary African American Drama,4 Units,African American Studies; Theater&#44; Dance&#44; and Performance St,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,4 hours of Lecture per week for 15 weeks. ,151A or consent of instructor.
African American Studies (AFRICAM),152F,Neo-Slave Narratives,3 Units,African American Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,This course explores African American fiction written during the 1970s and 1980s that attempt to re-present the ur-text of African American literature--and/or to represent for contemporary readers the lives of African slaves in the United States. In what ways do these authors imagine the experience and effects of slavery from their vantage point a century after emancipation&#44; and with the Civil Rights and Black Power Movements shaping the context of their writing?.
African American Studies (AFRICAM),153C,Novels of Toni Morrison,3 Units,African American Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Satisfaction of the Reading and Composition requirement.
African American Studies (AFRICAM),155,Literature of the Caribbean: Significant Themes,4 Units,African American Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Reading and composition requirement.
Bioengineering (BIO ENG),BIO ENG 280,Ethical and Social Issues in Translational Medicine,1 Unit,Bioengineering,Graduate,Fall,Letter grade. Qualified students may select to take this course pass/not pass. ,Open only to students in the Masters of Translational Medicine Graduate program.,This class is designed to introduce MTM students to their professional responsibilities
Bioengineering (BIO ENG),BIO ENG C280/MAT SCI C261/NSE C201/PHYSICS C201,Introduction to Nano-Science and Engineering,3 Units,Bioengineering; Materials Science and Engineering; Nanoscale Science and Engineering; Physics,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Major in physical science such as chemistry&#44; physics&#44; etc.&#44; or engineering; consent of advisor or instructor.
Bioengineering (BIO ENG),BIO ENG C281/CHEM C238/CHM ENG C295A/PLANTBI C224,The Berkeley Lectures on Energy: Energy from Biomass,3 Units,Bioengineering; Chemical & Biomolecular Engineering; Chemistry; Plant and Microbial Biology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Biology 1A; Chemistry 1B or 4B&#44; Mathematics 1B.
Chemistry (CHEM),263B,Synthetic Design II,1 Unit,Chemistry,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture per week for 5 weeks. ,263A or consent of instructor.
Chemistry (CHEM),265,Nuclear Magnetic Resonance Theory and Application,1 Unit,Chemistry,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture per week for 5 weeks. ,200 or 201 or consent of instructor.
Chemistry (CHEM),268,Mass Spectrometry,2 Units,Chemistry,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 10 weeks. ,Graduate standing or consent of instructor.
Undergrad. Business Administration (UGBA),192N,Topics in Non-Profit Management,1 - 5 Units,Undergrad. Business Administration,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,1 to 5 hour of Lecture per week for 15 weeks.  2.5 to 12.5 hours of Lecture per week for 6 weeks. ,Advanced study in the field of non-profit management that will address current and emerging issues. Topics will vary with each offering and will be announced at the beginning of each term.
Undergrad. Business Administration (UGBA),192P,Strategic Corporate Social Responsibility and Consulting Projects,3 Units,Undergrad. Business Administration,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Discuss the field of strategic CSR through a series of lectures&#44; guest speakers&#44; and projects. The course will examine best practices used by companies to engage in socially responsible business practices. It will provide students with a flavor of the complex dilemmas one can face in business in trying to do both "good for society" and "well for shareholders." It looks at CSR from a corporation perspective&#44; and how this supports core business objectives&#44; core competencies&#44; and bottom-line profits.
Undergrad. Business Administration (UGBA),192T,Topics in Corporate Social Responsibility,1 - 4 Units,Undergrad. Business Administration,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,1 to 4 hour of Lecture per week for 15 weeks.  2.5 to 10 hours of Lecture per week for 6 weeks. ,Advanced study in the field of corporate social responsibility that will address current and emerging issues. Topics will vary with each offering and will be announced at the beginning of each term.
Undergrad. Business Administration (UGBA),193C,Curricular Practical Training for International Students,0 Units,Undergrad. Business Administration,Undergraduate,Fall&#44; spring and summer,Offered for pass/not pass grade only. ,Internship for 6 weeks. Internship. ,International students only.
Undergrad. Business Administration (UGBA),193I,Business Abroad,1 - 4 Units,Undergrad. Business Administration,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 to 12 hours of Lecture and  3 to 12 hours of Lecture per week for 6 weeks. ,To be determined by instructor depending on topic.
Theater&#44; Dance&#44; and Performance St (THEATER),N141,Intermediate Modern Dance,3 Units,Theater&#44; Dance&#44; and Performance St,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,7.5 hours of Session per week for 8 weeks.  10 hours of Session per week for 6 weeks. ,Modern dance technique. The class will concentrate on physical coordination&#44; rhythmic and spatial exploration.
Theater&#44; Dance&#44; and Performance St (THEATER),142,Advanced Modern Dance Technique,2 Units,Theater&#44; Dance&#44; and Performance St,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,6 hours of studio per week. ,Interested students must attend audition on the first day of class.
Statistics (STAT),299,Individual Study Leading to Higher Degrees,1 - 12 Units,Statistics,Graduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,Work hours to be arrange based on unit value. Offered for 1-6 units during Summer Session. ,Individual study.
Statistics (STAT),375,Professional Preparation: Teaching of Probability and Statistics,2 - 4 Units,Statistics,Professional course for teachers or prospective teachers,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,1 or 2 hours of lecture and 2 to 4 of laboratory per week. ,Graduate standing and appointment as a graduate student instructor.
Statistics (STAT),601,Individual Study for Master's Candidates,1 - 8 Units,Statistics,Graduate examination preparation,Fall&#44; spring and summer,Offered for satisfactory/unsatisfactory grade only. ,By appointment. ,Individual study in consultation with the graduate adviser&#44; intended to provide an opportunity for qualified students to prepare themselves for the master's comprehensive examinations. Units may not be used to meet either unit or residence requirements for a master's degree.
Spanish (SPANISH),209,Seminar in Hispanic Linguistics,4 Units,Spanish,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Seminar per week for 15 weeks. ,
Course may be repeated for credit. Course may be repeated for credit when topic changes.

Final exam not required. 



Spanish (SPANISH),221,Major Prose Authors of the Golden Age,4 Units,Spanish,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 or 3 hours of lecture per week. ,


Final exam not required. 



Spanish (SPANISH),223,Major Poets of the Golden Age,4 Units,Spanish,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 or 3 hours of lecture per week. ,


Final exam not required. 



Social Welfare (SOC WEL),SOC WEL 250G,Psychodynamically Oriented Social Work Practice with Adults,2 Units,Social Welfare,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of lecture/discussion per week. ,241
Slavic Languages and Literatures (SLAVIC),138,Topics in Russian and Soviet Film,4 Units,Slavic Languages and Literatures,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture and 2 hours of screen viewing per week. ,This course will examine the Russian contribution to film history and theory&#44; with particular attention paid to the role of the cinema in Soviet culture and Russian films complex ties to literary and political movements. Variable topics.
Sociology (SOCIOL),C150A/L & S C180V,Social Psychology: Self and Society,4 Units,Sociology; Letters and Science,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,This survey course provides tools from social psychology to help students develop a better understanding of their own and others' behavior. Social psychology is a field that bridges sociology and psychology and is primarily concerned with how individuals view and interact with one another in everyday life. The class is organized around a survey of the great ideas from the history of social psychology. We will study research on a wide variety of topics including conformity&#44; obedience&#44; identity&#44; power&#44; status&#44; and interpersonal perception.
Sociology (SOCIOL),151,Personality and Social Structure,4 Units,Sociology,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  8 hours of Lecture per week for 6 weeks. ,1&#44; 3&#44; 3AC or consent of instructor.
Rhetoric (RHETOR),156,Rhetoric of the Political Novel,4 Units,Rhetoric,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Investigation of major 19th and 20th century works of fiction in which political stances are exploited as dominant themes; close reading of authorial viewpoints and rhetorical strategies.
Rhetoric (RHETOR),157A,Rhetoric of Modern Political Theory,4 Units,Rhetoric,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Study of the textual strategies of important works of modern European and American political theory from the 17th through the 19th centuries.
Rhetoric (RHETOR),157B,Rhetoric of Contemporary Political Theory,4 Units,Rhetoric,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  5.5 hours of Lecture per week for 8 weeks.  7.5 hours of Lecture per week for 6 weeks. ,Study of the textual strategies of important works of 20th century European and American political theory.
Practice of Art (ART),218,Seminar: Theory and Criticism,4 Units,Practice of Art,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Seminar per week for 15 weeks. ,Graduate standing and consent of instructor.
Practice of Art (ART),290,Independent Study,4 Units,Practice of Art,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,Hours to be arranged. ,Graduate standing and consent of instructor.
Psychology (PSYCH),128,Topical Seminars in Cognitive Psychology,3 Units,Psychology,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Seminar per week for 15 weeks. ,Consent of instructor.
Psychology (PSYCH),C129/COG SCI C102,Scientific Approaches to Consciousness,3 Units,Psychology; Cognitive Science,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,1 or Cognitive Science C1; or 120A or C120B or Cognitive Science C100.
Plant and Microbial Biology (PLANTBI),200B,Genomics and Computational Biology,1.5 Unit,Plant and Microbial Biology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1.5 hours of Discussion per week for 5 weeks. ,Consent of instructor.
Plant and Microbial Biology (PLANTBI),200C,Plant Diversity and Evolution,1.5 Unit,Plant and Microbial Biology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1.5 hours of Discussion per week for 5 weeks. ,Consent of instructor.
Physics (PHYSICS),199,Supervised Independent Study,1 - 3 Units,Physics,Undergraduate,Fall&#44; spring and summer,Offered for pass/not pass grade only. ,Zero hours of Independent study per week for 15 weeks.  1.5 to 4.5 hours of Independent study per week for 10 weeks.  1.5 to 5.5 hours of Independent study per week for 8 weeks.  2.5 to 7.5 hours of Independent study per week for 6 weeks. ,Enrollment restrictions apply; see the Introduction to Courses and Curricula section in this catalog.
Physics (PHYSICS),C201/BIO ENG C280/MAT SCI C261/NSE C201,Introduction to Nano-Science and Engineering,3 Units,Physics; Bioengineering; Materials Science and Engineering; Nanoscale Science and Engineering,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Major in physical science such as chemistry&#44; physics&#44; etc.&#44; or engineering; consent of advisor or instructor.
Physics (PHYSICS),C202/ASTRON C202,Astrophysical Fluid Dynamics,4 Units,Physics; Astronomy,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Principles of gas dynamics&#44; self-gravitating fluids&#44; magnetohydrodynamics and elementary kinetic theory. Aspects of convection&#44; fluid oscillations&#44; linear instabilities&#44; spiral density waves&#44; shock waves&#44; turbulence&#44; accretion disks&#44; stellar winds&#44; and jets.
Philosophy (PHILOS),C132/L & S C160T,Philosophy of Mind,4 Units,Philosophy; Letters and Science,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  7.5 hours of Lecture and  2.5 hours of Discussion per week for 6 weeks. ,Mind and matter; other minds; the concept of "person.".
Philosophy (PHILOS),133,Philosophy of Language,4 Units,Philosophy,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  7.5 hours of Lecture and  2.5 hours of Discussion per week for 6 weeks. ,


Final exam required. 



Philosophy (PHILOS),134,Form and Meaning,4 Units,Philosophy,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,Eight units of philosophy courses and 12A (or equivalent).
Political Science (POL SCI),POL SCI 116C,Special Topics in Political Theory,4 Units,Political Science,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 to 2 hour of Discussion per week for 15 weeks.  8 hours of Lecture and  1 to 2 hour of Discussion per week for 6 weeks. ,Intensive study of one topic&#44; problem&#44; or intellectual movement in political theory. See department web site for specific course offerings.
Political Science (POL SCI),POL SCI 116D,Special Topics in Political Theory,4 Units,Political Science,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 to 2 hour of Discussion per week for 15 weeks.  8 hours of Lecture and  1 to 2 hour of Discussion per week for 6 weeks. ,Intensive study of one topic&#44; problem&#44; or intellectual movement in political theory. See department web site for specific course offerings.
Political Science (POL SCI),POL SCI 116E,Special Topics in Political Theory,4 Units,Political Science,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 to 2 hour of Discussion per week for 15 weeks.  8 hours of Lecture and  1 to 2 hour of Discussion per week for 6 weeks. ,Intensive study of one topic&#44; problem&#44; or intellectual movement in political theory. See department web site for specific course offerings.
Public Health (PB HLTH),PB HLTH 150E,Introduction to Community Health and Human Development,3 Units,Public Health,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture/discussion per week. ,Third or fourth undergraduate standing or consent of instructor.
Public Health (PB HLTH),PB HLTH C155/SOCIOL C115,Sociology of Health and Medicine,4 Units,Public Health; Sociology,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  7.5 to 8 hours of Lecture per week for 6 weeks. ,Sociology 1&#44; 3&#44; 3AC or consent of instructor.
Public Health (PB HLTH),PB HLTH C160/ESPM C167,Environmental Health and Development,4 Units,Public Health; Environ Sci&#44; Policy&#44; and Management,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,The health effects of environmental alterations caused by development programs and other human activities in both developing and developed areas. Case studies will contextualize methodological information and incorporate a global perspective on environmentally mediated diseases in diverse populations. Topics include water management; population change; toxics; energy development; air pollution; climate change; chemical use&#44; etc.
Public Health (PB HLTH),PB HLTH 162A,Public Health Microbiology,3 Units,Public Health,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture and 2 hours of demonstration/discussion/laboratory per week. ,One year each of college-level biology and chemistry.
Optometry (OPTOM),270B,Eyecare Business and Professional Management II,1 Unit,Optometry,Graduate,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,1 hour of Lecture per week for 15 weeks. ,270A.
Optometry (OPTOM),270C,Eyecare Business and Professional Management III,2 Units,Optometry,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of lecture/seminar per week. ,270A.
Optometry (OPTOM),281A,Graduate Clinical Rounds,1 - 3 Units,Optometry,Graduate,Fall and spring,Offered for satisfactory/unsatisfactory grade only. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,Seminar/patient demonstration. ,O.D. degree.
Optometry (OPTOM),281B,Graduate Clinical Rounds,1 - 3 Units,Optometry,Graduate,Fall and spring,Offered for satisfactory/unsatisfactory grade only. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,Seminar/patient demonstration. ,O.D. degree.
Nutritional Sciences and Toxicology (NUSCTX),200,Advanced Organismal Nutrition and Metabolism,3 Units,Nutritional Sciences and Toxicology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture/discussion per week. ,103&#44; 160&#44; and Molecular and Cell Biology 102 or equivalent.
Nutritional Sciences and Toxicology (NUSCTX),211A,Introduction to Research in Nutritional Sciences,4 - 8 Units,Nutritional Sciences and Toxicology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,1 hour of discussion and 4 hours of laboratory per week per unit. ,Restricted to graduate students in the nutrition program; consent of instructor.
Nutritional Sciences and Toxicology (NUSCTX),211B,Introduction to Research in Nutritional Sciences,4 - 8 Units,Nutritional Sciences and Toxicology,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part two of a year long series course. Upon completion&#44; the final grade will be applied to both parts of the series.,1 hour of discussion and 4 hours of laboratory per week per unit. ,Restricted to graduate students in the nutrition program; consent of instructor.
Nutritional Sciences and Toxicology (NUSCTX),C219/PB HLTH C270B,Advanced Toxicology,3 or 4 Units,Nutritional Sciences and Toxicology; Public Health,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 to 4 hours of Lecture per week for 15 weeks. ,The application of toxicology to answer questions about safety and risk. Using a case-study approach&#44; participants will learn how to interpret toxicological data and apply their knowledge to evaluating the risk presented by exposures to toxic chemicals&#44; including drugs and environmental contaminants. Discussion of current topics of controversy in the field of toxicology.
Nuclear Engineering (NUC ENG),NUC ENG 280,Fusion Reactor Engineering,3 Units,Nuclear Engineering,Graduate,Fall and spring. Offered even-numbered years.,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,120 and 180.
Nuclear Engineering (NUC ENG),NUC ENG 281,Fully Ionized Plasmas,3 Units,Nuclear Engineering,Graduate,Fall and spring. Offered even-numbered years.,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Consent of instructor.
Nuclear Engineering (NUC ENG),NUC ENG C282/ENGIN C282,Charged Particle Sources and Beam Technology,3 Units,Nuclear Engineering,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Topics in this course will include the latest technology of various types of ion and electron sources&#44; extraction and formation of charge particle beams&#44; computer simulation of beam propagation&#44; diagnostics of ion sources and beams&#44; and the applications of beams in fusion&#44; synchrotron light source&#44; neutron generation&#44; microelectronics&#44; lithography&#44; and medical therapy. This is a general accelerator technology and engineering course that will be of interest to graduate students in physics&#44; electrical engineering&#44; and nuclear engineering.
Near Eastern Studies (NE STUD),NE STUD C135/RELIGST C132,Jewish Civilization I: The Biblical Period,4 Units,Near Eastern Studies; Religious Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,This is the first course in a four-course sequence in the history of Jewish culture and civilization. It covers the biblical period and the period up to the destruction of the second temple. This course will explore the current state of our knowledge&#44; including the legacy of ancient Near Eastern myth and religion&#44; the history of Israelite religion&#44; the literary features of biblical narrative&#44; and the Dead Sea Scrolls.
Near Eastern Studies (NE STUD),NE STUD 139,Modern Jewish Literatures,4 Units,Near Eastern Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks.  6 hours of Lecture per week for 8 weeks. ,Upper division standing or consent of instructor.
Near Eastern Studies (NE STUD),NE STUD 140,Topics in Islamic Thought and Institutions,3 Units,Near Eastern Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Selected topics from Islamic intellectual history.
Near Eastern Studies (NE STUD),NE STUD 143A,Islam in Iran,3 Units,Near Eastern Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of Lecture per week for 15 weeks. ,A general survey of the religious history of Iran in the Islamic period&#44; covering the rise and development of religious institutions&#44; the elaboration of the religious sciences&#44; Sufism&#44; and sectarian movements.
Native American Studies (NATAMST),162,Native American Environments,1 Unit,Native American Studies,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,5 hours of Lecture per week for 3 weeks. ,This course is a general survey of competing environmental interests of Native American Indians. Sacred sites and stewardship of the environment will be discussed in the first week. The legacy of radioactive waste disposal on tribal land will be studied in the second week of the course. Lectures in the third week will consider mining and the pollution of air and water on treaty reservations.
Native American Studies (NATAMST),163,Native American Ceremonies,1 Unit,Native American Studies,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,5 hours of Lecture per week for 3 weeks. ,This course will consider Native American Indian ceremonies through the introductory examination of diverse religious beliefs&#44; practices&#44; and performances. Among the topics discussed will be the role of healing practices&#44; revitalization movements&#44; and religious changes in tribal communities in North America. The lectures will compare various tribal philosophies and world views in the context of culture and history.
Native American Studies (NATAMST),164,Native Americans of California,1 Unit,Native American Studies,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,5 hours of Lecture per week for 3 weeks. ,This introductory course will compare the general cultural themes and political histories of Native American Indians in California. The lectures in the first week of the course will consider demographic studies and the diversity of tribal cultures. The second week will review colonial dominance&#44; mission activities&#44; assimilation policies&#44; and relations with the United States government. In the third week discussions will focus on the general political issues of tribal casinos in California.
Music (MUSIC),49A,Thinking about Music,2 Units,Music,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of Lecture per week for 15 weeks.  5 hours of Lecture per week for 6 weeks. ,Department placement exam; 49B-49C (to be taken concurrently).
Music (MUSIC),49B,Musicianship,3 Units,Music,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Music Placement Examination.
Music (MUSIC),49C,Harmony,3 Units,Music,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Music Placement Examination.
Masters in Financial Engineering (MFE),230VB,Credit Risk: Quantitative Modeling,1 Unit,Masters in Financial Engineering,Graduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  3 hours of Lecture per week for 6 weeks. ,Focuses on the techniques currently used to model credit risk. The course will cover default probabilities&#44; loss given default&#44; correlation&#44; credit portfolio analytics&#44; bond valuation&#44; loan valuation&#44; and credit derivative valuation. Emphasis will be placed on model building&#44; model validation&#44; and interpreting model output. Students will be required to do some high-level programming in a package such as MATLAB. Some empirical testing exercises will also be part of the project work.
